,Restaurant,Location,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time,City,Location1,Rating_bins,CusineCount
2276,ID_4874,"MG Road, Pune",Street Food,100.0,0,3.5,13.0,8.0,30,Pune,MG Road,3-4,1
2277,ID_323,"Rmz Centennial, I Gate, Whitefield",Biryani,100.0,50,3.4,9.0,0.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,1
2278,ID_5852,"Yerawada, Pune, Maharashtra","Bar Food, Asian, North Indian, Italian",650.0,50,4.0,1372.0,609.0,30,Mumbai,"Yerawada, Pune, Maharashtra",3-4,4
2279,ID_4539,"Nathan Road, Mangaldas Road, Pune","Malaysian, Thai, Vietnamese, Japanese, Korean, Asian, Salad",750.0,99,4.5,4814.0,2224.0,65,Pune,"Nathan Road, Mangaldas Road",4-5,7
2280,ID_6278,"Yerawada, Pune, Maharashtra","Chinese, Cantonese",1000.0,50,4.7,441.0,259.0,30,Mumbai,"Yerawada, Pune, Maharashtra",4-5,2
2281,ID_1929,"Mico Layout, Stage 2, BTM Layout,Bangalore","Fast Food, Desserts",150.0,50,3.7,12.0,7.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
2282,ID_2293,"Rmz Centennial, I Gate, Whitefield",Healthy Food,100.0,50,3.3,5.0,4.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,1
2283,ID_7370,"D-Block, Sector 63, Noida","North Indian, Chinese",250.0,99,0.0,0.0,0.0,30,Noida,"D-Block, Sector 63",NoRating,2
2284,ID_2865,"Nathan Road, Mangaldas Road, Pune","North Indian, Continental, Italian",600.0,0,4.3,417.0,247.0,30,Pune,"Nathan Road, Mangaldas Road",4-5,3
2285,ID_6604,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese, Fast Food, Afghan",250.0,50,3.5,56.0,32.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,4
2286,ID_3063,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabadi,350.0,50,3.2,7.0,3.0,30,Hyderabad,"Noorkhan Bazaar, Malakpet",3-4,1
2287,ID_5585,Mumbai Central,"North Indian, Mughlai, Chinese, Seafood",600.0,50,3.9,270.0,139.0,30,Mumbai,Mumbai Central,3-4,4
2288,ID_2096,"D-Block, Sector 63, Noida","Chinese, North Indian, South Indian",250.0,50,3.9,913.0,181.0,45,Noida,"D-Block, Sector 63",3-4,3
2289,ID_8606,"Sandhurst Road, Mumbai CST Area","South Indian, Beverages",250.0,50,3.2,14.0,13.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,2
2290,ID_5975,"FTI College, Law College Road, Pune","North Indian, Chinese",150.0,50,2.9,5.0,1.0,30,Pune,"FTI College, Law College Road",2-3,2
2291,ID_1094,"D-Block, Sector 63, Noida",North Indian,150.0,50,3.1,5.0,0.0,30,Noida,"D-Block, Sector 63",3-4,1
2292,ID_6950,"Rmz Centennial, I Gate, Whitefield","Desserts, Ice Cream, Beverages",150.0,50,0.0,0.0,0.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",NoRating,3
2293,ID_4593,"Sandhurst Road, Mumbai CST Area","Chinese, Mughlai, North Indian, Seafood, Biryani",200.0,50,3.8,426.0,196.0,45,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,5
2294,ID_4218,Mumbai Central,"North Indian, Continental, Chinese, Italian, Mexican",600.0,50,3.9,544.0,195.0,45,Mumbai,Mumbai Central,3-4,5
2295,ID_1540,"Babarpur, New Delhi, Delhi","North Indian, Street Food, Fast Food, Chinese",200.0,50,3.1,20.0,11.0,30,Delhi,"Babarpur, New Delhi",3-4,4
2296,ID_4985,"Babarpur, New Delhi, Delhi",North Indian,200.0,0,0.0,0.0,0.0,30,Delhi,"Babarpur, New Delhi",NoRating,1
2297,ID_8053,"Rmz Centennial, I Gate, Whitefield",Cafe,300.0,99,4.2,1143.0,584.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",4-5,1
2298,ID_3505,"D-Block, Sector 63, Noida","Rolls, Fast Food",100.0,50,3.3,11.0,1.0,30,Noida,"D-Block, Sector 63",3-4,2
2299,ID_2301,Pune University,"Pizza, Fast Food",200.0,0,3.7,492.0,111.0,30,Pune,Pune University,3-4,2
2300,ID_3141,Mumbai Central,"Bakery, Cafe",200.0,50,3.6,289.0,113.0,45,Mumbai,Mumbai Central,3-4,2
2301,ID_4074,"D-Block, Sector 63, Noida","North Indian, Chinese, Continental",600.0,50,4.2,53.0,45.0,30,Noida,"D-Block, Sector 63",4-5,3
2302,ID_7213,"Babarpur, New Delhi, Delhi","Chinese, Fast Food",150.0,50,0.0,0.0,0.0,30,Delhi,"Babarpur, New Delhi",NoRating,2
2303,ID_3488,"Sector 63A,Gurgaon","Burger, Sandwich, Wraps",150.0,50,0.0,0.0,0.0,30,Gurgaon,Sector 63A,NoRating,3
2304,ID_4099,"Sandhurst Road, Mumbai CST Area","Continental, Fast Food, Beverages",600.0,50,3.8,644.0,341.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,3
2305,ID_7780,"Tejas Nagar Colony, Wadala West, Mumbai","Maharashtrian, Beverages",50.0,50,4.0,264.0,168.0,30,Mumbai,"Tejas Nagar Colony, Wadala West",3-4,2
2306,ID_7972,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Beverages, Fast Food",150.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,2
2307,ID_1514,Delhi University-GTB Nagar,Street Food,50.0,50,3.6,55.0,11.0,45,Delhi,Delhi University-GTB Nagar,3-4,1
2308,ID_978,"D-Block, Sector 63, Noida","Pizza, Fast Food, Beverages",250.0,50,3.3,10.0,4.0,30,Noida,"D-Block, Sector 63",3-4,3
2309,ID_755,"Sandhurst Road, Mumbai CST Area","Desserts, Fast Food",150.0,50,3.6,109.0,56.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,2
2310,ID_1454,"Delhi High Court, India Gate","Cafe, Fast Food, Beverages, Desserts, Tea",200.0,99,4.1,1261.0,977.0,45,Delhi,"Delhi High Court, India Gate",4-5,5
2311,ID_4196,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mughlai, Chinese",200.0,50,3.7,276.0,125.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,3
2312,ID_2281,Mumbai Central,Chinese,100.0,50,4.0,62.0,41.0,30,Mumbai,Mumbai Central,3-4,1
2313,ID_2481,Delhi University-GTB Nagar,"North Indian, Chinese, South Indian",200.0,99,0.0,0.0,0.0,45,Delhi,Delhi University-GTB Nagar,NoRating,3
2314,ID_4086,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Mithai, Chinese",150.0,50,3.2,7.0,3.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
2315,ID_6847,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",200.0,50,3.5,151.0,45.0,45,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
2316,ID_7247,"Mico Layout, Stage 2, BTM Layout,Bangalore","Maharashtrian, Seafood",300.0,50,3.9,46.0,25.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
2317,ID_7641,"Rmz Centennial, I Gate, Whitefield",Chinese,150.0,50,3.2,5.0,4.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,1
2318,ID_5945,Delhi University-GTB Nagar,"Chinese, North Indian, Fast Food, Momos, Beverages",400.0,99,4.0,4207.0,2167.0,45,Delhi,Delhi University-GTB Nagar,3-4,5
2319,ID_8210,"Sector 1, Noida","North Indian, European, Asian, Mediterranean",850.0,50,4.2,1515.0,1067.0,45,Noida,Sector 1,4-5,4
2320,ID_544,"MG Road, Pune","Chinese, Maharashtrian, North Indian, Hyderabadi",650.0,50,3.2,13.0,4.0,30,Pune,MG Road,3-4,4
2321,ID_1358,"Sector 1, Noida",Bakery,250.0,99,2.9,11.0,2.0,65,Noida,Sector 1,2-3,1
2322,ID_7508,"D-Block, Sector 63, Noida","North Indian, Chinese",200.0,50,3.5,42.0,2.0,45,Noida,"D-Block, Sector 63",3-4,2
2323,ID_2039,"Gora Bazar, Rajbari, North Dumdum, Kolkata","North Indian, South Indian, Chinese, Seafood",350.0,99,4.4,1155.0,566.0,65,Kolkata,"Gora Bazar, Rajbari, North Dumdum",4-5,4
2324,ID_1281,"FTI College, Law College Road, Pune","Cafe, Fast Food, Pizza",200.0,50,3.6,195.0,90.0,45,Pune,"FTI College, Law College Road",3-4,3
2325,ID_5169,Delhi Cantt.,"North Indian, South Indian, Chinese, Fast Food",300.0,50,3.7,431.0,212.0,45,Delhi,Delhi Cantt.,3-4,4
2326,ID_1956,Delhi Cantt.,"North Indian, Mughlai, Chinese",250.0,50,4.5,462.0,246.0,45,Delhi,Delhi Cantt.,4-5,3
2327,ID_1893,"Raja Bazar, Kolkata","Desserts, Bakery, Fast Food",100.0,50,3.7,29.0,16.0,30,Kolkata,Raja Bazar,3-4,3
2328,ID_6737,"MG Road, Pune","North Indian, Street Food",50.0,50,0.0,0.0,0.0,30,Pune,MG Road,NoRating,2
2329,ID_4797,"FTI College, Law College Road, Pune","Pizza, Italian, Desserts, Beverages",250.0,50,4.1,198.0,69.0,30,Pune,"FTI College, Law College Road",4-5,4
2330,ID_1156,Mumbai Central,"Burger, Fast Food, Desserts, Beverages",150.0,50,0.0,0.0,0.0,30,Mumbai,Mumbai Central,NoRating,4
2331,ID_7123,"Sector 14, Noida","Bakery, Desserts, Fast Food",200.0,50,3.7,25.0,14.0,30,Noida,Sector 14,3-4,3
2332,ID_7855,"D-Block, Sector 63, Noida",Beverages,100.0,50,0.0,0.0,0.0,30,Noida,"D-Block, Sector 63",NoRating,1
2333,ID_1300,"Sector 3, Marathalli","Street Food, Beverages",200.0,50,0.0,0.0,0.0,30,Bangalore,"Sector 3, Marathalli",NoRating,2
2334,ID_6971,Pune University,"South Indian, North Indian",100.0,50,3.9,87.0,51.0,45,Pune,Pune University,3-4,2
2335,ID_142,"FTI College, Law College Road, Pune",Burger,100.0,50,4.1,614.0,222.0,45,Pune,"FTI College, Law College Road",4-5,1
2336,ID_8634,"Sandhurst Road, Mumbai CST Area","Mughlai, Seafood, Chinese, North Indian",200.0,50,3.6,172.0,63.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,4
2337,ID_4551,"Sandhurst Road, Mumbai CST Area","Pizza, Chinese, Healthy Food",300.0,50,3.8,577.0,277.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,3
2338,ID_6975,"FTI College, Law College Road, Pune",South Indian,150.0,50,3.7,207.0,97.0,45,Pune,"FTI College, Law College Road",3-4,1
2339,ID_8479,Pune University,Chinese,200.0,50,3.4,70.0,36.0,45,Pune,Pune University,3-4,1
2340,ID_243,Mumbai Central,Fast Food,200.0,50,3.6,29.0,11.0,30,Mumbai,Mumbai Central,3-4,1
2341,ID_6136,"D-Block, Sector 63, Noida","North Indian, Biryani",250.0,50,3.1,4.0,3.0,30,Noida,"D-Block, Sector 63",3-4,2
2342,ID_5839,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Juices",100.0,50,3.5,91.0,13.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
2343,ID_1226,"FTI College, Law College Road, Pune","Cafe, Fast Food",200.0,50,4.2,569.0,291.0,30,Pune,"FTI College, Law College Road",4-5,2
2344,ID_4155,"FTI College, Law College Road, Pune",Street Food,100.0,50,3.0,4.0,0.0,30,Pune,"FTI College, Law College Road",2-3,1
2345,ID_8621,"Sector 1, Noida",Rolls,100.0,50,2.9,58.0,27.0,30,Noida,Sector 1,2-3,1
2346,ID_5708,"Nathan Road, Mangaldas Road, Pune","Pizza, Fast Food, Italian",400.0,50,3.6,473.0,306.0,45,Pune,"Nathan Road, Mangaldas Road",3-4,3
2347,ID_3367,"MG Road, Pune",North Indian,200.0,50,3.6,26.0,7.0,30,Pune,MG Road,3-4,1
2348,ID_8435,"Mico Layout, Stage 2, BTM Layout,Bangalore","Bakery, Desserts",200.0,50,4.1,61.0,22.0,65,Bangalore,"Mico Layout, Stage 2, BTM Layout",4-5,2
2349,ID_6335,"FTI College, Law College Road, Pune","Fast Food, Street Food",100.0,50,3.1,5.0,0.0,30,Pune,"FTI College, Law College Road",3-4,2
2350,ID_4180,"D-Block, Sector 63, Noida",North Indian,150.0,50,0.0,0.0,0.0,30,Noida,"D-Block, Sector 63",NoRating,1
2351,ID_4186,"Delhi Administration Flats, Timarpur","North Indian, Chinese, Fast Food",200.0,50,3.7,166.0,48.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,3
2352,ID_714,"FTI College, Law College Road, Pune","North Indian, Mughlai",200.0,50,3.8,0.0,0.0,45,Pune,"FTI College, Law College Road",3-4,2
2353,ID_1254,"Nathan Road, Mangaldas Road, Pune","Italian, Desserts, Continental",200.0,50,3.3,12.0,9.0,45,Pune,"Nathan Road, Mangaldas Road",3-4,3
2354,ID_5423,"Mico Layout, Stage 2, BTM Layout,Bangalore","Desserts, Ice Cream",200.0,50,0.0,0.0,0.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",NoRating,2
2355,ID_1144,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Fast Food, Burger",150.0,50,4.0,164.0,57.0,45,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
2356,ID_2280,"Sector 1, Noida","Fast Food, Chinese",100.0,50,3.2,12.0,3.0,30,Noida,Sector 1,3-4,2
2357,ID_6181,"FTI College, Law College Road, Pune",Rolls,100.0,50,3.2,7.0,1.0,30,Pune,"FTI College, Law College Road",3-4,1
2358,ID_4596,"Mico Layout, Stage 2, BTM Layout,Bangalore","Arabian, Mediterranean, North Indian",200.0,50,2.9,34.0,25.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",2-3,3
2359,ID_8633,Mumbai Central,"Mughlai, Chinese, North Indian, Fast Food",200.0,50,3.4,33.0,12.0,45,Mumbai,Mumbai Central,3-4,4
2360,ID_3256,Delhi Cantt.,Chinese,200.0,50,3.8,76.0,34.0,30,Delhi,Delhi Cantt.,3-4,1
2361,ID_2487,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Ice Cream, Beverages",100.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,2
2362,ID_3804,Majestic,Healthy Food,50.0,50,3.6,12.0,5.0,30,Bangalore,Majestic,3-4,1
2363,ID_4546,Majestic,South Indian,100.0,50,4.4,272.0,70.0,45,Bangalore,Majestic,4-5,1
2364,ID_4604,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Bakery, Desserts",100.0,50,3.2,6.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
2365,ID_3577,"Mico Layout, Stage 2, BTM Layout,Bangalore","Momos, Rolls",100.0,50,0.0,0.0,0.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",NoRating,2
2366,ID_3868,Delhi University-GTB Nagar,Rolls,100.0,50,0.0,0.0,0.0,30,Delhi,Delhi University-GTB Nagar,NoRating,1
2367,ID_4759,"FTI College, Law College Road, Pune",Street Food,100.0,50,3.2,49.0,23.0,65,Pune,"FTI College, Law College Road",3-4,1
2368,ID_3541,"Sandhurst Road, Mumbai CST Area","Desserts, Ice Cream, Beverages",150.0,50,3.8,100.0,13.0,45,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,3
2369,ID_521,"FTI College, Law College Road, Pune",North Indian,100.0,50,3.7,181.0,40.0,45,Pune,"FTI College, Law College Road",3-4,1
2370,ID_1140,Mumbai Central,"Burger, Fast Food, Beverages",200.0,99,3.7,1268.0,647.0,45,Mumbai,Mumbai Central,3-4,3
2371,ID_2685,"Delhi Administration Flats, Timarpur","Cafe, Fast Food, North Indian, Italian",350.0,50,0.0,0.0,0.0,30,Delhi,"Delhi Administration Flats, Timarpur",NoRating,4
2372,ID_8305,Delhi University-GTB Nagar,North Indian,100.0,50,3.5,62.0,26.0,65,Delhi,Delhi University-GTB Nagar,3-4,1
2373,ID_1209,"Yerawada, Pune, Maharashtra","Cafe, Beverages, Sandwich, Fast Food",250.0,50,3.4,16.0,8.0,30,Mumbai,"Yerawada, Pune, Maharashtra",3-4,4
2374,ID_4091,"Nathan Road, Mangaldas Road, Pune","Italian, North Indian, Continental",250.0,50,3.8,120.0,89.0,45,Pune,"Nathan Road, Mangaldas Road",3-4,3
2375,ID_1140,Pune University,"Burger, Fast Food, Beverages",200.0,99,3.7,656.0,268.0,45,Pune,Pune University,3-4,3
2376,ID_847,"Delhi Administration Flats, Timarpur","Mithai, Street Food, South Indian, North Indian, Chinese, Bakery",250.0,99,4.0,284.0,111.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,6
2377,ID_4283,"Mico Layout, Stage 2, BTM Layout,Bangalore","Beverages, Fast Food",100.0,50,3.2,4.0,0.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,2
2378,ID_7534,"FTI College, Law College Road, Pune","Bakery, Desserts",200.0,50,3.6,66.0,26.0,65,Pune,"FTI College, Law College Road",3-4,2
2379,ID_5002,"Dockyard Road, Mumbai CST Area","Momos, Desserts",100.0,50,3.3,17.0,10.0,45,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,2
2380,ID_3484,"Sector 1, Noida","Cafe, Italian, Chinese, Continental, Momos",250.0,0,3.8,617.0,424.0,45,Noida,Sector 1,3-4,5
2381,ID_662,"Sector 3, Marathalli","North Indian, South Indian, Chinese, Fast Food",150.0,50,3.6,10.0,7.0,30,Bangalore,"Sector 3, Marathalli",3-4,4
2382,ID_1694,"MG Road, Pune",Chinese,200.0,50,3.6,216.0,101.0,45,Pune,MG Road,3-4,1
2383,ID_860,"Gora Bazar, Rajbari, North Dumdum, Kolkata","South Indian, Chinese, Fast Food, Burger",100.0,99,2.2,141.0,63.0,65,Kolkata,"Gora Bazar, Rajbari, North Dumdum",2-3,4
2384,ID_6592,Delhi University-GTB Nagar,"Chinese, Thai, Tibetan, Japanese, Momos",350.0,99,4.1,940.0,421.0,45,Delhi,Delhi University-GTB Nagar,4-5,5
2385,ID_6056,"Dockyard Road, Mumbai CST Area","Seafood, North Indian, Chinese, Mughlai, Biryani",350.0,99,3.7,115.0,55.0,45,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,5
2386,ID_3828,"Chandni Chowk, Kolkata","South Indian, Desserts",100.0,50,3.5,163.0,80.0,45,Kolkata,Chandni Chowk,3-4,2
2387,ID_7183,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, South Indian, Street Food, Chinese",100.0,50,3.7,32.0,17.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,4
2388,ID_3134,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Fast Food,100.0,50,3.6,49.0,31.0,45,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,1
2389,ID_5159,"Sandhurst Road, Mumbai CST Area","North Indian, Chinese, Mughlai",350.0,50,3.8,186.0,61.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,3
2390,ID_1749,"Sandhurst Road, Mumbai CST Area","Desserts, Beverages",200.0,50,3.0,6.0,3.0,30,Mumbai,"Sandhurst Road, Mumbai CST Area",2-3,2
2391,ID_7251,"Sandhurst Road, Mumbai CST Area","Japanese, Sushi",500.0,50,3.7,206.0,93.0,65,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,2
2392,ID_2301,"Delhi High Court, India Gate","Pizza, Fast Food",200.0,0,4.0,971.0,461.0,30,Delhi,"Delhi High Court, India Gate",3-4,2
2393,ID_7627,"Sector 1, Noida","North Indian, Chinese",300.0,50,3.3,69.0,26.0,30,Noida,Sector 1,3-4,2
2394,ID_1635,"Sector 14, Noida","Pizza, Fast Food",250.0,50,3.8,71.0,49.0,30,Noida,Sector 14,3-4,2
2395,ID_6491,"MG Road, Pune","North Indian, Chinese, Mughlai",450.0,50,3.3,23.0,10.0,30,Pune,MG Road,3-4,3
2396,ID_4664,"Mico Layout, Stage 2, BTM Layout,Bangalore","North Indian, Biryani, Sandwich, Rolls",200.0,50,4.1,223.0,62.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",4-5,4
2397,ID_5754,Pune University,"Pizza, Fast Food",200.0,50,3.3,86.0,48.0,45,Pune,Pune University,3-4,2
2398,ID_8451,"D-Block, Sector 63, Noida","Desserts, Beverages, Fast Food",150.0,50,4.0,171.0,117.0,30,Noida,"D-Block, Sector 63",3-4,3
2399,ID_6934,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","Chinese, North Indian",200.0,50,3.5,34.0,10.0,65,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",3-4,2
2400,ID_175,"Babarpur, New Delhi, Delhi","Cafe, Chinese",150.0,99,3.7,251.0,68.0,45,Delhi,"Babarpur, New Delhi",3-4,2
2401,ID_7800,"Yerawada, Pune, Maharashtra","Fast Food, Burger, Beverages",250.0,50,3.9,242.0,108.0,65,Mumbai,"Yerawada, Pune, Maharashtra",3-4,3
2402,ID_4907,"Sandhurst Road, Mumbai CST Area",Paan,100.0,50,3.3,14.0,3.0,45,Mumbai,"Sandhurst Road, Mumbai CST Area",3-4,1
2403,ID_4981,Mumbai Central,"French, Bengali",850.0,50,4.2,512.0,237.0,30,Mumbai,Mumbai Central,4-5,2
2404,ID_4923,"D-Block, Sector 63, Noida","North Indian, Mughlai, Chinese",200.0,50,0.0,0.0,0.0,30,Noida,"D-Block, Sector 63",NoRating,3
2405,ID_7063,"Hyderabad Public School, Begumpet","South Indian, North Indian, Chinese",100.0,50,3.8,46.0,7.0,30,Hyderabad,"Hyderabad Public School, Begumpet",3-4,3
2406,ID_2664,"Rmz Centennial, I Gate, Whitefield","North Indian, Chinese",200.0,50,3.0,4.0,0.0,45,Bangalore,"Rmz Centennial, I Gate, Whitefield",2-3,2
2407,ID_2895,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Chinese",100.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,2
2408,ID_2751,"FTI College, Law College Road, Pune","Fast Food, Rolls",100.0,50,0.0,0.0,0.0,30,Pune,"FTI College, Law College Road",NoRating,2
2409,ID_3396,"Nathan Road, Mangaldas Road, Pune","North Indian, Chinese, Malwani, Mughlai",200.0,50,3.2,8.0,7.0,30,Pune,"Nathan Road, Mangaldas Road",3-4,4
2410,ID_8339,"Rmz Centennial, I Gate, Whitefield","Mangalorean, North Indian, Chinese",200.0,50,3.5,20.0,9.0,30,Bangalore,"Rmz Centennial, I Gate, Whitefield",3-4,3
2411,ID_7653,"Mico Layout, Stage 2, BTM Layout,Bangalore","Chinese, Thai, Seafood, North Indian, Momos",450.0,50,4.2,1101.0,600.0,45,Bangalore,"Mico Layout, Stage 2, BTM Layout",4-5,5
2412,ID_7452,"Delhi High Court, India Gate",North Indian,300.0,50,3.8,246.0,133.0,45,Delhi,"Delhi High Court, India Gate",3-4,1
2413,ID_6196,Delhi Cantt.,"North Indian, Chinese, Rolls",150.0,50,3.1,5.0,4.0,30,Delhi,Delhi Cantt.,3-4,3
2414,ID_1268,"FTI College, Law College Road, Pune","Fast Food, Pizza, Burger, Beverages",150.0,50,0.0,0.0,0.0,30,Pune,"FTI College, Law College Road",NoRating,4
2415,ID_1444,"MG Road, Pune",Street Food,150.0,50,0.0,0.0,0.0,30,Pune,MG Road,NoRating,1
2416,ID_7813,"Mico Layout, Stage 2, BTM Layout,Bangalore",Kerala,150.0,50,4.0,73.0,30.0,30,Bangalore,"Mico Layout, Stage 2, BTM Layout",3-4,1
2417,ID_8539,Delhi Cantt.,Fast Food,150.0,50,3.2,16.0,1.0,30,Delhi,Delhi Cantt.,3-4,1
2418,ID_3377,"FTI College, Law College Road, Pune","Fast Food, North Indian",100.0,50,0.0,0.0,0.0,30,Pune,"FTI College, Law College Road",NoRating,2
2419,ID_7251,Mumbai Central,"Japanese, Sushi",500.0,50,3.7,206.0,93.0,65,Mumbai,Mumbai Central,3-4,2
2420,ID_2907,Delhi University-GTB Nagar,"Desserts, Ice Cream, Beverages",200.0,50,4.1,426.0,141.0,45,Delhi,Delhi University-GTB Nagar,4-5,3
2421,ID_4971,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan","North Indian, Mithai",100.0,50,0.0,0.0,0.0,30,Gurgaon,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",NoRating,2
2422,ID_1831,"D-Block, Sector 63, Noida","Cafe, Fast Food",200.0,50,4.1,77.0,53.0,30,Noida,"D-Block, Sector 63",4-5,2
2423,ID_5228,Mumbai Central,"Continental, Italian, Mexican, North Indian",450.0,50,3.7,1199.0,582.0,65,Mumbai,Mumbai Central,3-4,4
2424,ID_6886,"Delhi High Court, India Gate",Bakery,100.0,99,4.2,333.0,99.0,65,Delhi,"Delhi High Court, India Gate",4-5,1
2425,ID_1160,"Sector 14, Noida","Asian, Burmese, Bubble Tea, Desserts, Salad, Tea, Beverages, Ice Cream",600.0,50,4.7,914.0,499.0,45,Noida,Sector 14,4-5,8
2426,ID_5321,"Chandni Chowk, Kolkata","Biryani, Hyderabadi, North Indian, Mughlai",100.0,0,3.1,7.0,4.0,30,Kolkata,Chandni Chowk,3-4,4
2427,ID_1422,"Dockyard Road, Mumbai CST Area","Biryani, Chinese, Mughlai",200.0,50,3.6,27.0,7.0,30,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,3
2428,ID_7617,Delhi University-GTB Nagar,"Bakery, Fast Food, Chinese",150.0,50,0.0,0.0,0.0,30,Delhi,Delhi University-GTB Nagar,NoRating,3
2429,ID_674,Delhi Cantt.,Chinese,100.0,50,3.7,64.0,8.0,30,Delhi,Delhi Cantt.,3-4,1
2430,ID_5682,"Sector 1, Noida","Pizza, Fast Food",200.0,50,3.9,136.0,62.0,30,Noida,Sector 1,3-4,2
2431,ID_8237,"Dockyard Road, Mumbai CST Area","North Indian, Chinese",150.0,50,3.5,50.0,15.0,45,Mumbai,"Dockyard Road, Mumbai CST Area",3-4,2
2432,ID_1566,"Babarpur, New Delhi, Delhi","North Indian, Chinese",150.0,50,0.0,0.0,0.0,45,Delhi,"Babarpur, New Delhi",NoRating,2
2433,ID_7912,"Delhi Administration Flats, Timarpur","Pizza, Beverages",350.0,50,3.3,11.0,6.0,30,Delhi,"Delhi Administration Flats, Timarpur",3-4,2
2434,ID_7544,Pune University,"Desserts, Beverages",150.0,50,3.7,80.0,38.0,45,Pune,Pune University,3-4,2
2435,ID_7947,Mumbai Central,"Cafe, Bakery, Desserts",400.0,50,4.1,3386.0,2126.0,45,Mumbai,Mumbai Central,4-5,3
2436,ID_1182,Mumbai Central,"Fast Food, American",250.0,50,3.7,52.0,33.0,30,Mumbai,Mumbai Central,3-4,2
2437,ID_5102,Mumbai Central,"Rolls, Kebab",150.0,50,3.4,18.0,13.0,30,Mumbai,Mumbai Central,3-4,2
2438,ID_1840,"MG Road, Pune","Chinese, North Indian, South Indian, Fast Food",250.0,50,3.9,580.0,317.0,30,Pune,MG Road,3-4,4
2439,ID_2365,"FTI College, Law College Road, Pune","Fast Food, Bar Food, European",800.0,50,3.7,110.0,67.0,30,Pune,"FTI College, Law College Road",3-4,3
