Restaurant,Count,City,Average_Cost,Rating,Votes,Reviews
ID_2822,2,1,150.0,3.6,49.0,12.0
ID_2823,1,1,150.0,0.0,0.0,0.0
ID_2824,2,1,200.0,2.8,94.0,49.0
ID_2825,1,1,200.0,3.3,8.0,5.0
ID_2826,1,1,150.0,3.1,14.0,11.0
ID_2829,1,1,200.0,3.0,96.0,21.0
ID_2830,2,1,150.0,0.0,0.0,0.0
ID_2831,1,1,200.0,3.1,5.0,0.0
ID_2832,1,1,50.0,0.0,0.0,0.0
ID_2833,4,1,100.0,4.1,551.0,24.0
ID_2834,1,1,100.0,3.4,35.0,20.0
ID_2835,1,1,350.0,4.1,219.0,132.0
ID_2836,1,1,100.0,3.5,31.0,9.0
ID_2837,1,1,150.0,3.5,191.0,33.0
ID_2839,2,1,150.0,0.0,0.0,0.0
ID_284,3,1,100.0,3.6,21.0,11.0
ID_2841,1,1,450.0,4.4,534.0,328.0
ID_2843,4,2,200.0,0.0,0.0,0.0
ID_2844,1,1,200.0,3.8,263.0,67.0
ID_2845,1,1,100.0,4.0,114.0,28.0
ID_2846,5,1,130.0,3.54,78.2,29.8
ID_2847,2,1,100.0,1.85,147.5,12.0
ID_2848,1,1,100.0,4.0,113.0,10.0
ID_2850,1,1,100.0,3.5,26.0,12.0
ID_2851,2,1,100.0,3.2,9.0,2.0
ID_2852,1,1,50.0,3.8,136.0,35.0
ID_2853,3,1,100.0,3.5,77.0,35.0
ID_2854,1,1,150.0,3.3,7.0,1.0
ID_2855,1,1,100.0,3.0,4.0,0.0
ID_2856,1,1,250.0,3.9,62.0,34.0
ID_2857,2,1,750.0,4.2,424.0,278.0
ID_2858,3,1,183.33,2.1,194.33,46.67
ID_2859,1,1,150.0,3.8,25.0,13.0
ID_286,1,1,200.0,3.6,152.0,20.0
ID_2860,1,1,150.0,3.5,65.0,23.0
ID_2861,1,1,250.0,3.6,91.0,71.0
ID_2862,1,1,150.0,3.7,26.0,10.0
ID_2863,1,1,100.0,3.6,11.0,7.0
ID_2865,3,2,600.0,4.3,417.0,247.0
ID_2866,1,1,50.0,3.8,145.0,12.0
ID_2867,1,1,150.0,3.8,115.0,28.0
ID_2868,1,1,400.0,3.7,135.0,80.0
ID_287,1,1,100.0,3.5,23.0,2.0
ID_2870,2,1,100.0,3.9,57.0,21.0
ID_2871,1,1,150.0,0.0,0.0,0.0
ID_2872,1,1,200.0,3.3,13.0,9.0
ID_2875,1,1,200.0,3.7,51.0,33.0
ID_2877,1,1,200.0,3.8,71.0,47.0
ID_2878,1,1,100.0,0.0,0.0,0.0
ID_2879,2,1,200.0,3.7,182.0,107.0
ID_288,1,1,100.0,3.1,4.0,0.0
ID_2880,2,1,150.0,0.0,0.0,0.0
ID_2881,2,1,100.0,2.8,8.0,6.0
ID_2882,5,2,100.0,1.9,11.0,5.2
ID_2883,1,1,200.0,3.3,34.0,14.0
ID_2884,1,1,400.0,0.0,0.0,0.0
ID_2885,3,2,450.0,4.3,4691.0,2547.0
ID_2886,1,1,600.0,4.1,2602.0,1510.0
ID_2887,1,1,100.0,3.6,15.0,10.0
ID_2889,1,1,200.0,3.1,8.0,1.0
ID_289,1,1,50.0,3.5,12.0,1.0
ID_2890,2,2,125.0,3.35,14.0,9.0
ID_2891,2,2,125.0,0.0,0.0,0.0
ID_2892,1,1,100.0,3.3,12.0,2.0
ID_2893,1,1,50.0,3.2,0.0,0.0
ID_2895,1,1,100.0,0.0,0.0,0.0
ID_2896,1,1,200.0,0.0,0.0,0.0
ID_2897,1,1,200.0,3.2,8.0,2.0
ID_2898,1,1,150.0,2.9,58.0,39.0
ID_2899,3,1,100.0,3.5,50.0,20.0
ID_29,1,1,150.0,2.8,76.0,47.0
ID_290,1,1,250.0,3.5,35.0,10.0
ID_2900,1,1,200.0,3.2,144.0,25.0
ID_2901,1,1,200.0,3.3,11.0,5.0
ID_2902,2,1,100.0,0.0,0.0,0.0
ID_2903,1,1,350.0,4.2,309.0,212.0
ID_2904,1,1,150.0,2.9,9.0,7.0
ID_2905,6,3,150.0,3.68,141.33,42.0
ID_2906,2,2,150.0,1.75,34.0,16.0
ID_2907,5,2,190.0,3.12,120.4,38.2
ID_2908,1,1,100.0,4.2,1254.0,771.0
ID_2909,1,1,150.0,3.3,10.0,5.0
ID_291,2,1,150.0,3.5,22.0,7.0
ID_2910,1,1,100.0,3.6,46.0,41.0
ID_2911,1,1,100.0,3.8,80.0,71.0
ID_2913,1,1,300.0,3.6,195.0,105.0
ID_2914,2,1,150.0,3.3,4.0,0.0
ID_2915,1,1,200.0,3.3,28.0,9.0
ID_2916,1,1,200.0,3.5,18.0,12.0
ID_2917,1,1,150.0,0.0,0.0,0.0
ID_2919,4,1,250.0,3.6,147.0,56.0
ID_292,2,1,200.0,2.8,16.0,2.0
ID_2920,3,1,150.0,0.0,0.0,0.0
ID_2921,1,1,200.0,3.7,89.0,27.0
ID_2922,1,1,200.0,4.1,398.0,223.0
ID_2924,2,1,200.0,3.0,4.0,1.0
ID_2925,1,1,250.0,4.3,1297.0,682.0
ID_2926,1,1,750.0,4.3,2707.0,1329.0
ID_2927,1,1,150.0,4.2,87.0,52.0
ID_2928,1,1,200.0,3.4,14.0,8.0
ID_2929,2,1,200.0,2.9,6.0,4.0
ID_293,1,1,200.0,3.6,38.0,15.0
ID_2930,2,1,400.0,4.4,117.0,91.0
ID_2931,1,1,250.0,3.5,26.0,14.0
ID_2932,1,1,350.0,4.4,1515.0,771.0
ID_2933,1,1,100.0,0.0,0.0,0.0
ID_2934,2,1,250.0,3.9,814.0,251.0
ID_2936,1,1,400.0,3.4,46.0,23.0
ID_2937,1,1,200.0,3.6,28.0,11.0
ID_2938,1,1,200.0,3.3,47.0,16.0
ID_294,1,1,100.0,0.0,0.0,0.0
ID_2940,3,2,200.0,4.0,294.67,139.0
ID_2942,1,1,100.0,3.8,65.0,25.0
ID_2943,2,1,250.0,3.7,78.0,34.0
ID_2944,1,1,150.0,3.3,7.0,3.0
ID_2946,2,1,200.0,3.8,262.0,143.0
ID_2947,5,2,470.0,3.78,324.4,193.8
ID_2948,1,1,400.0,3.9,451.0,176.0
ID_2949,1,1,200.0,3.3,11.0,6.0
ID_295,1,1,150.0,3.6,68.0,21.0
ID_2950,2,1,150.0,3.6,77.0,33.0
ID_2951,1,1,200.0,3.7,204.0,88.0
ID_2952,1,1,150.0,4.3,0.0,0.0
ID_2953,1,1,200.0,0.0,0.0,0.0
ID_2955,1,1,200.0,2.9,30.0,14.0
ID_2956,1,1,200.0,0.0,0.0,0.0
ID_2957,1,1,100.0,3.9,247.0,155.0
ID_2958,1,1,50.0,3.6,28.0,10.0
ID_2959,1,1,100.0,0.0,0.0,0.0
ID_296,1,1,200.0,4.0,157.0,74.0
ID_2960,8,4,112.5,3.38,283.38,93.75
ID_2962,2,1,200.0,3.9,348.0,105.0
ID_2963,1,1,150.0,0.0,0.0,0.0
ID_2964,1,1,200.0,3.7,123.0,62.0
ID_2965,1,1,150.0,3.5,18.0,8.0
ID_2966,1,1,100.0,3.5,45.0,18.0
ID_2967,2,2,200.0,3.55,33.0,5.0
ID_2968,2,1,150.0,0.0,0.0,0.0
ID_297,1,1,300.0,3.6,51.0,28.0
ID_2970,2,1,100.0,3.9,110.0,26.0
ID_2971,2,2,150.0,3.4,28.0,9.5
ID_2973,1,1,200.0,4.1,113.0,41.0
ID_2974,1,1,150.0,3.4,17.0,8.0
ID_2975,1,1,250.0,3.1,4.0,1.0
ID_2976,2,1,300.0,3.8,323.0,141.0
ID_2977,4,1,150.0,4.1,1008.0,245.0
ID_2978,2,1,150.0,3.4,34.0,16.0
ID_2979,2,1,300.0,4.0,798.0,346.0
ID_298,1,1,350.0,0.0,0.0,0.0
ID_2980,2,1,150.0,3.7,80.0,31.0
ID_2981,1,1,100.0,3.9,81.0,23.0
ID_2982,1,1,200.0,3.6,17.0,10.0
ID_2983,1,1,100.0,3.8,1212.0,41.0
ID_2984,1,1,150.0,4.0,124.0,39.0
ID_2987,2,1,150.0,3.4,15.0,2.0
ID_2988,1,1,200.0,4.1,663.0,320.0
ID_2989,2,1,100.0,3.95,66.0,29.0
ID_299,3,1,100.0,3.9,30.0,4.0
ID_2990,1,1,100.0,3.2,12.0,2.0
ID_2991,1,1,100.0,3.7,75.0,16.0
ID_2992,2,1,50.0,3.6,24.0,8.0
ID_2993,1,1,300.0,3.6,173.0,60.0
ID_2994,2,1,200.0,3.5,32.0,23.0
ID_2995,1,1,100.0,3.3,9.0,1.0
ID_2996,1,1,100.0,3.4,9.0,1.0
ID_2999,1,1,300.0,2.9,37.0,23.0
ID_3,2,1,150.0,4.7,116.0,98.0
ID_30,1,1,300.0,2.7,10.0,5.0
ID_3000,1,1,200.0,3.5,60.0,13.0
ID_3001,1,1,400.0,3.6,45.0,30.0
ID_3002,2,1,100.0,3.7,149.0,21.0
ID_3003,1,1,150.0,3.2,15.0,8.0
ID_3004,1,1,100.0,3.8,141.0,35.0
ID_3005,1,1,250.0,0.0,0.0,0.0
ID_3006,2,1,350.0,3.8,441.0,207.0
ID_3008,3,2,500.0,4.1,1552.0,855.0
ID_3009,1,1,200.0,3.6,45.0,22.0
ID_301,2,1,100.0,3.2,12.0,3.0
ID_3011,1,1,100.0,3.9,823.0,173.0
ID_3012,2,1,600.0,3.5,292.0,168.0
ID_3013,1,1,150.0,3.7,37.0,16.0
ID_3015,1,1,100.0,0.0,0.0,0.0
ID_3018,1,1,150.0,3.7,22.0,15.0
ID_3019,1,1,400.0,2.8,161.0,72.0
ID_3020,1,1,100.0,3.9,96.0,34.0
ID_3021,1,1,150.0,3.5,25.0,7.0
ID_3022,1,1,250.0,3.6,28.0,12.0
ID_3023,1,1,200.0,3.0,4.0,0.0
ID_3024,1,1,150.0,3.9,58.0,11.0
ID_3025,1,1,400.0,3.8,98.0,46.0
ID_3027,1,1,250.0,4.2,116.0,105.0
ID_3029,1,1,350.0,3.7,40.0,20.0
ID_303,2,1,150.0,3.4,19.0,1.0
ID_3030,1,1,350.0,3.6,211.0,129.0
ID_3031,1,1,300.0,4.0,644.0,325.0
ID_3033,1,1,150.0,4.1,173.0,98.0
ID_3034,1,1,100.0,3.3,7.0,5.0
ID_3035,2,1,200.0,3.7,208.0,124.0
ID_3036,2,1,150.0,0.0,0.0,0.0
ID_3038,1,1,150.0,3.7,100.0,49.0
ID_3039,4,2,187.5,3.78,195.25,95.75
ID_304,1,1,350.0,3.8,160.0,73.0
ID_3040,1,1,150.0,3.9,198.0,71.0
ID_3042,2,1,100.0,3.6,29.0,6.0
ID_3043,1,1,200.0,3.4,8.0,1.0
ID_3045,1,1,200.0,2.7,345.0,104.0
ID_3046,1,1,150.0,3.6,26.0,9.0
ID_3047,1,1,100.0,4.1,52.0,41.0
ID_3048,2,1,50.0,3.5,53.0,23.0
ID_3049,1,1,200.0,3.7,22.0,7.0
ID_305,4,1,200.0,3.8,275.0,38.0
ID_3050,1,1,100.0,3.3,9.0,4.0
ID_3052,1,1,200.0,4.0,222.0,90.0
ID_3053,1,1,100.0,3.1,8.0,1.0
ID_3054,2,1,150.0,0.0,0.0,0.0
ID_3055,2,2,150.0,3.8,18.0,15.0
ID_3056,1,1,100.0,3.8,35.0,11.0
ID_3057,1,1,150.0,3.5,35.0,0.0
ID_3058,1,1,200.0,3.7,435.0,184.0
ID_306,2,1,200.0,3.9,322.0,131.0
ID_3060,1,1,200.0,0.0,0.0,0.0
ID_3061,1,1,100.0,0.0,0.0,0.0
ID_3062,1,1,100.0,0.0,0.0,0.0
ID_3063,1,1,350.0,3.2,7.0,3.0
ID_3064,1,1,200.0,3.8,206.0,56.0
ID_3065,1,1,100.0,3.6,646.0,214.0
ID_3066,1,1,50.0,0.0,0.0,0.0
ID_3067,1,1,150.0,3.7,23.0,5.0
ID_3068,1,1,100.0,3.6,22.0,6.0
ID_3069,1,1,100.0,4.0,581.0,111.0
ID_307,1,1,350.0,3.4,16.0,10.0
ID_3070,2,1,200.0,4.0,1387.0,651.0
ID_3071,3,1,200.0,3.4,26.0,13.0
ID_3072,1,1,200.0,3.7,0.0,0.0
ID_3073,1,1,350.0,3.7,43.0,31.0
ID_3074,1,1,1100.0,4.3,1100.0,553.0
ID_3075,3,1,150.0,4.2,481.0,144.0
ID_3076,1,1,200.0,0.0,0.0,0.0
ID_3077,1,1,200.0,3.8,242.0,53.0
ID_3078,1,1,200.0,3.4,214.0,116.0
ID_3079,2,1,100.0,4.2,206.0,81.0
ID_308,1,1,250.0,3.0,4.0,2.0
ID_3080,1,1,250.0,3.2,11.0,1.0
ID_3081,1,1,200.0,3.1,21.0,3.0
ID_3082,2,1,200.0,3.3,14.0,13.0
ID_3083,2,1,100.0,3.5,17.0,4.0
ID_3084,2,2,150.0,3.45,26.5,10.5
ID_3085,1,1,100.0,3.6,47.0,11.0
ID_3086,1,1,200.0,3.2,8.0,0.0
ID_3087,2,1,100.0,0.0,0.0,0.0
ID_3088,1,1,150.0,0.0,0.0,0.0
ID_3089,1,1,150.0,3.6,40.0,3.0
ID_309,1,1,200.0,3.3,16.0,4.0
ID_3090,1,1,100.0,3.0,5.0,2.0
ID_3092,1,1,100.0,3.2,8.0,1.0
ID_3093,2,2,50.0,3.7,186.0,53.0
ID_3094,1,1,100.0,3.2,9.0,0.0
ID_3095,1,1,200.0,3.9,1256.0,430.0
ID_3096,1,1,200.0,3.5,33.0,15.0
ID_3097,1,1,200.0,3.1,7.0,2.0
ID_3098,1,1,200.0,3.6,189.0,58.0
ID_3099,1,1,100.0,0.0,0.0,0.0
ID_31,1,1,200.0,3.0,24.0,5.0
ID_310,1,1,100.0,3.4,23.0,2.0
ID_3100,1,1,350.0,4.0,105.0,71.0
ID_3101,1,1,200.0,3.0,4.0,0.0
ID_3102,1,1,200.0,3.6,482.0,200.0
ID_3103,1,1,150.0,3.4,70.0,35.0
ID_3104,1,1,100.0,0.0,0.0,0.0
ID_3105,1,1,150.0,0.0,0.0,0.0
ID_3106,2,1,100.0,3.9,116.0,66.0
ID_3107,1,1,200.0,2.3,64.0,40.0
ID_3109,1,1,100.0,0.0,0.0,0.0
ID_3110,1,1,200.0,2.9,6.0,3.0
ID_3111,1,1,650.0,4.2,1978.0,1164.0
ID_3112,1,1,200.0,3.4,19.0,6.0
ID_3113,2,1,200.0,3.5,91.5,18.5
ID_3114,1,1,150.0,0.0,0.0,0.0
ID_3115,1,1,200.0,4.3,145.0,102.0
ID_3116,10,3,250.0,3.82,561.6,235.0
ID_3117,5,1,100.0,4.02,616.0,165.6
ID_3118,1,1,100.0,0.0,0.0,0.0
ID_3119,1,1,150.0,0.0,0.0,0.0
ID_312,1,1,100.0,3.4,16.0,4.0
ID_3120,1,1,100.0,3.3,7.0,3.0
ID_3121,1,1,100.0,4.0,1265.0,547.0
ID_3122,1,1,200.0,0.0,0.0,0.0
ID_3123,1,1,150.0,0.0,0.0,0.0
ID_3125,2,1,200.0,3.5,170.0,48.0
ID_3126,1,1,300.0,3.8,251.0,162.0
ID_3127,1,1,200.0,2.9,17.0,6.0
ID_3129,1,1,350.0,3.7,76.0,50.0
ID_313,1,1,200.0,3.7,252.0,63.0
ID_3130,1,1,250.0,0.0,0.0,0.0
ID_3131,2,1,175.0,3.45,60.5,23.0
ID_3133,3,1,400.0,4.3,683.67,355.67
ID_3134,1,1,100.0,3.6,49.0,31.0
ID_3135,2,1,150.0,3.7,23.0,10.0
ID_3136,1,1,50.0,0.0,0.0,0.0
ID_3137,1,1,100.0,3.6,66.0,20.0
ID_314,1,1,350.0,3.6,269.0,109.0
ID_3140,1,1,200.0,3.1,11.0,4.0
ID_3141,2,1,200.0,3.6,289.0,113.0
ID_3142,1,1,200.0,3.2,8.0,7.0
ID_3143,1,1,100.0,3.7,107.0,32.0
ID_3144,1,1,200.0,0.0,0.0,0.0
ID_3145,1,1,100.0,3.5,12.0,1.0
ID_3146,2,1,150.0,3.3,93.0,13.0
ID_3147,3,1,150.0,3.5,85.0,40.0
ID_3148,1,1,200.0,4.0,197.0,120.0
ID_3149,1,1,150.0,3.5,11.0,2.0
ID_315,1,1,600.0,3.8,619.0,415.0
ID_3151,1,1,550.0,4.1,302.0,186.0
ID_3152,1,1,50.0,0.0,0.0,0.0
ID_3153,2,1,200.0,3.9,13.0,11.0
ID_3154,2,1,100.0,2.6,22.0,6.0
ID_3155,1,1,200.0,0.0,0.0,0.0
ID_3156,2,2,250.0,3.6,538.5,105.5
ID_3157,1,1,150.0,0.0,0.0,0.0
ID_3158,1,1,200.0,3.6,31.0,8.0
ID_3159,1,1,150.0,0.0,0.0,0.0
ID_316,2,1,200.0,3.6,25.0,15.0
ID_3160,1,1,200.0,4.0,65.0,46.0
ID_3161,1,1,250.0,3.4,27.0,11.0
ID_3162,1,1,150.0,3.4,30.0,4.0
ID_3163,1,1,150.0,3.8,892.0,70.0
ID_3164,1,1,150.0,3.6,66.0,18.0
ID_3165,1,1,200.0,3.8,146.0,31.0
ID_3166,2,1,100.0,3.0,79.0,30.0
ID_3167,2,1,50.0,0.0,0.0,0.0
ID_3168,2,1,100.0,3.95,72.0,18.5
ID_317,1,1,750.0,3.1,268.0,156.0
ID_3170,1,1,300.0,4.1,1949.0,1165.0
ID_3171,1,1,100.0,3.7,38.0,5.0
ID_3173,1,1,200.0,3.2,13.0,1.0
ID_3174,2,2,600.0,3.9,554.0,320.0
ID_3175,3,2,500.0,4.27,1202.33,682.0
ID_3176,1,1,150.0,3.5,26.0,6.0
ID_3178,1,1,150.0,3.1,10.0,1.0
ID_3179,4,1,100.0,4.1,272.0,55.0
ID_318,1,1,250.0,0.0,0.0,0.0
ID_3180,1,1,200.0,3.7,181.0,34.0
ID_3182,1,1,200.0,3.1,25.0,9.0
ID_3183,1,1,200.0,3.4,26.0,3.0
ID_3184,1,1,200.0,3.2,7.0,6.0
ID_3185,3,1,200.0,4.07,333.33,248.33
ID_3186,4,2,100.0,0.95,10.75,1.75
ID_3188,2,1,150.0,3.7,69.5,40.5
ID_3189,1,1,200.0,0.0,0.0,0.0
ID_319,1,1,400.0,4.1,118.0,91.0
ID_3190,1,1,100.0,0.0,0.0,0.0
ID_3191,1,1,350.0,3.0,5.0,0.0
ID_3192,1,1,950.0,4.1,2340.0,1133.0
ID_3193,3,2,116.67,3.8,31.0,9.67
ID_3194,4,3,125.0,3.8,98.5,44.25
ID_3195,1,1,500.0,3.9,393.0,256.0
ID_3196,1,1,200.0,3.6,365.0,234.0
ID_3197,1,1,100.0,3.2,103.0,76.0
ID_3198,1,1,200.0,3.8,56.0,19.0
ID_3199,1,1,200.0,4.0,627.0,264.0
ID_32,1,1,150.0,0.0,0.0,0.0
ID_3200,1,1,200.0,3.4,36.0,3.0
ID_3201,2,1,150.0,3.7,22.0,16.0
ID_3202,1,1,200.0,3.9,146.0,92.0
ID_3203,9,6,200.0,3.27,41.11,21.44
ID_3204,3,2,250.0,3.9,66.0,23.0
ID_3206,1,1,200.0,3.6,36.0,8.0
ID_3207,1,1,150.0,3.7,163.0,59.0
ID_3208,1,1,100.0,0.0,0.0,0.0
ID_3209,1,1,100.0,0.0,0.0,0.0
ID_3210,1,1,200.0,3.4,56.0,23.0
ID_3213,1,1,300.0,0.0,0.0,0.0
ID_3214,1,1,150.0,0.0,0.0,0.0
ID_3215,1,1,200.0,3.8,53.0,21.0
ID_3216,3,1,200.0,4.0,603.0,340.0
ID_3217,1,1,100.0,0.0,0.0,0.0
ID_3218,1,1,150.0,3.5,16.0,11.0
ID_3219,1,1,150.0,3.6,30.0,15.0
ID_322,1,1,200.0,3.4,23.0,3.0
ID_3220,1,1,150.0,4.1,66.0,30.0
ID_3221,1,1,150.0,3.1,4.0,2.0
ID_3222,1,1,400.0,3.2,3.0,0.0
ID_3223,1,1,200.0,3.8,39.0,29.0
ID_3224,1,1,150.0,0.0,0.0,0.0
ID_3225,1,1,150.0,3.1,7.0,7.0
ID_3226,1,1,300.0,3.9,130.0,72.0
ID_3227,1,1,250.0,3.1,4.0,1.0
ID_3228,1,1,200.0,0.0,0.0,0.0
ID_3229,1,1,200.0,3.5,38.0,5.0
ID_323,1,1,100.0,3.4,9.0,0.0
ID_3232,1,1,150.0,0.0,0.0,0.0
ID_3233,1,1,500.0,3.9,166.0,69.0
ID_3234,1,1,200.0,3.2,268.0,85.0
ID_3235,1,1,200.0,0.0,0.0,0.0
ID_3236,2,1,150.0,3.3,14.0,1.0
ID_3237,1,1,250.0,3.5,10.0,6.0
ID_3238,1,1,300.0,3.2,111.0,52.0
ID_3239,1,1,100.0,3.8,201.0,99.0
ID_324,3,1,100.0,3.3,25.33,5.0
ID_3240,1,1,200.0,3.8,30.0,23.0
ID_3241,1,1,100.0,3.8,0.0,0.0
ID_3242,2,1,200.0,0.0,0.0,0.0
ID_3243,1,1,200.0,3.0,16.0,8.0
ID_3245,1,1,150.0,2.9,17.0,2.0
ID_3246,1,1,100.0,3.5,28.0,8.0
ID_3247,2,1,150.0,2.8,18.0,6.0
ID_3248,2,1,200.0,3.5,25.0,1.0
ID_3249,1,1,150.0,2.9,38.0,14.0
ID_3250,1,1,200.0,3.0,7.0,1.0
ID_3251,2,1,100.0,0.0,0.0,0.0
ID_3252,1,1,150.0,3.8,85.0,28.0
ID_3253,1,1,200.0,3.6,59.0,26.0
ID_3254,1,1,250.0,3.7,225.0,95.0
ID_3255,2,1,100.0,3.7,124.0,35.0
ID_3256,1,1,200.0,3.8,76.0,34.0
ID_3257,2,1,200.0,0.0,0.0,0.0
ID_3258,1,1,150.0,3.9,159.0,100.0
ID_3259,1,1,500.0,3.1,5.0,3.0
ID_326,1,1,50.0,3.4,28.0,7.0
ID_3260,1,1,150.0,3.6,25.0,7.0
ID_3261,2,1,250.0,3.5,26.0,18.0
ID_3262,3,2,200.0,3.93,509.67,259.33
ID_3263,1,1,350.0,4.6,1137.0,763.0
ID_3265,1,1,100.0,3.2,10.0,1.0
ID_3266,1,1,300.0,3.7,368.0,144.0
ID_3267,1,1,200.0,0.0,0.0,0.0
ID_3268,1,1,150.0,3.3,37.0,19.0
ID_3269,1,1,200.0,3.4,4.0,0.0
ID_327,1,1,100.0,3.6,42.0,19.0
ID_3271,1,1,200.0,3.8,31.0,13.0
ID_3272,6,3,200.0,3.37,31.17,19.67
ID_3273,1,1,100.0,3.3,11.0,4.0
ID_3274,1,1,150.0,4.1,75.0,16.0
ID_3275,1,1,300.0,3.6,285.0,191.0
ID_3276,2,1,200.0,3.0,4.0,0.0
ID_3277,2,1,100.0,0.0,0.0,0.0
ID_3278,1,1,100.0,3.3,5.0,4.0
ID_3279,1,1,100.0,3.6,36.0,1.0
ID_328,1,1,200.0,2.9,10.0,1.0
ID_3280,2,1,150.0,0.0,0.0,0.0
ID_3281,1,1,150.0,0.0,0.0,0.0
ID_3282,1,1,100.0,3.2,9.0,2.0
ID_3283,1,1,200.0,3.7,419.0,104.0
ID_3284,1,1,100.0,0.0,0.0,0.0
ID_3288,1,1,100.0,0.0,0.0,0.0
ID_3289,1,1,150.0,3.4,48.0,23.0
ID_329,1,1,500.0,3.9,1136.0,508.0
ID_3290,2,1,125.0,0.0,0.0,0.0
ID_3291,1,1,150.0,4.3,374.0,184.0
ID_3293,1,1,150.0,0.0,0.0,0.0
ID_3295,1,1,300.0,4.0,559.0,228.0
ID_3296,1,1,200.0,3.8,361.0,143.0
ID_3297,1,1,150.0,3.6,38.0,14.0
ID_3298,1,1,700.0,4.2,424.0,199.0
ID_3299,1,1,650.0,4.0,2660.0,1353.0
ID_33,1,1,2050.0,3.9,671.0,357.0
ID_330,1,1,100.0,0.0,0.0,0.0
ID_3300,3,2,100.0,0.0,0.0,0.0
ID_3301,1,1,200.0,3.7,135.0,41.0
ID_3302,1,1,100.0,3.8,66.0,30.0
ID_3303,1,1,200.0,3.8,148.0,74.0
ID_3305,2,1,100.0,3.7,25.0,6.0
ID_3306,2,1,250.0,3.6,29.0,13.0
ID_3307,1,1,100.0,3.4,52.0,12.0
ID_3308,1,1,150.0,0.0,0.0,0.0
ID_3309,2,2,150.0,1.45,2.0,1.0
ID_3311,2,1,200.0,3.4,67.0,37.0
ID_3312,3,1,150.0,3.5,45.0,8.0
ID_3313,1,1,150.0,0.0,0.0,0.0
ID_3316,1,1,200.0,3.8,102.0,19.0
ID_3317,2,1,100.0,4.1,1000.0,205.0
ID_3319,1,1,100.0,3.6,9.0,2.0
ID_332,1,1,200.0,3.5,305.0,29.0
ID_3320,1,1,150.0,3.5,36.0,9.0
ID_3322,1,1,100.0,3.3,15.0,6.0
ID_3324,1,1,150.0,0.0,0.0,0.0
ID_3325,4,1,175.0,3.8,216.5,69.0
ID_3326,1,1,400.0,3.1,5.0,2.0
ID_3327,1,1,300.0,4.1,194.0,60.0
ID_3328,1,1,300.0,3.4,5.0,0.0
ID_3329,3,1,200.0,3.23,142.0,19.33
ID_333,2,1,100.0,3.7,185.0,58.0
ID_3330,1,1,250.0,3.1,35.0,7.0
ID_3331,1,1,150.0,3.4,58.0,20.0
ID_3332,2,2,150.0,0.0,0.0,0.0
ID_3335,1,1,200.0,0.0,0.0,0.0
ID_3336,2,1,250.0,3.1,8.0,3.0
ID_3337,1,1,200.0,3.7,34.0,9.0
ID_3338,1,1,400.0,3.3,12.0,4.0
ID_3339,1,1,250.0,3.4,11.0,5.0
ID_334,2,1,100.0,3.3,11.0,1.0
ID_3340,1,1,250.0,2.7,12.0,8.0
ID_3342,1,1,200.0,0.0,0.0,0.0
ID_3343,2,1,200.0,3.3,15.0,6.0
ID_3344,1,1,200.0,3.6,24.0,3.0
ID_3345,1,1,100.0,0.0,0.0,0.0
ID_3346,1,1,150.0,0.0,0.0,0.0
ID_3347,1,1,100.0,0.0,0.0,0.0
ID_3348,1,1,200.0,3.9,228.0,133.0
ID_3349,1,1,250.0,4.0,153.0,101.0
ID_335,1,1,100.0,3.3,6.0,1.0
ID_3350,1,1,150.0,2.9,4.0,2.0
ID_3351,1,1,350.0,3.1,89.0,10.0
ID_3352,1,1,100.0,0.0,0.0,0.0
ID_3354,2,2,350.0,3.0,60.0,9.0
ID_3355,3,1,200.0,3.7,139.0,47.0
ID_3356,1,1,250.0,0.0,0.0,0.0
ID_3357,1,1,200.0,3.2,5.0,1.0
ID_3358,1,1,200.0,3.1,7.0,2.0
ID_3359,1,1,200.0,3.1,79.0,15.0
ID_336,1,1,150.0,3.3,22.0,10.0
ID_3360,1,1,150.0,0.0,0.0,0.0
ID_3362,1,1,200.0,3.9,386.0,154.0
ID_3363,2,1,225.0,3.35,98.0,24.5
ID_3364,1,1,200.0,3.0,11.0,3.0
ID_3366,1,1,400.0,2.8,162.0,75.0
ID_3367,2,1,200.0,3.6,26.0,7.0
ID_3368,3,2,150.0,2.27,76.67,10.0
ID_3369,1,1,300.0,3.4,37.0,9.0
ID_337,2,2,100.0,3.55,51.5,18.5
ID_3371,4,1,200.0,3.2,10.0,1.0
ID_3372,4,1,100.0,0.0,0.0,0.0
ID_3373,2,1,250.0,0.0,0.0,0.0
ID_3374,4,1,200.0,3.2,11.0,3.0
ID_3375,3,1,300.0,4.1,743.0,150.0
ID_3376,1,1,200.0,3.0,45.0,12.0
ID_3377,2,1,100.0,0.0,0.0,0.0
ID_3378,1,1,200.0,3.3,20.0,6.0
ID_3379,3,1,150.0,3.7,64.0,20.0
ID_3380,1,1,200.0,3.5,32.0,7.0
ID_3381,1,1,200.0,3.3,14.0,2.0
ID_3382,1,1,100.0,3.6,44.0,7.0
ID_3383,1,1,100.0,3.8,45.0,8.0
ID_3384,1,1,100.0,0.0,0.0,0.0
ID_3385,3,2,250.0,3.0,5.0,3.0
ID_3386,1,1,100.0,0.0,0.0,0.0
ID_3387,1,1,150.0,0.0,0.0,0.0
ID_3388,3,1,350.0,3.4,18.0,4.0
